Rank,Player,Team,Pos,Value
55,Lawrence Butler,Sacramento Athletics,RF,87.5%
55,Manny Machado,San Diego Padres,3B,87.5%
57,Jeremy Pena,Houston Astros,SS,85.7%
57,Luis Garcia Jr.,Washington Nationals,2B,85.7%
59,Cal Raleigh,Seattle Mariners,C,83.3%
59,Andy Pages,Los Angeles Dodgers,CF,83.3%
59,Ke'Bryan Hayes,Pittsburgh Pirates,3B,83.3%
59,Nico Hoerner,Chicago Cubs,2B,83.3%
59,Brenton Doyle,Colorado Rockies,CF,83.3%
64,Pete Crow-Armstrong,Chicago Cubs,CF,82.4%
65,CJ Abrams,Washington Nationals,SS,81.8%
65,Sal Frelick,Milwaukee Brewers,RF,81.8%
65,Wyatt Langford,Texas Rangers,LF,81.8%
68,Brice Turang,Milwaukee Brewers,2B,81.3%
69,Christian Yelich,Milwaukee Brewers,LF,80.0%
69,Kyle Schwarber,Philadelphia Phillies,LF,80.0%
69,Jackson Chourio,Milwaukee Brewers,LF,80.0%
69,Fernando Tatis Jr.,San Diego Padres,RF,80.0%
69,Josh Naylor,Arizona Diamondbacks,1B,80.0%
69,Elly De La Cruz,Cincinnati Reds,SS,80.0%
69,TJ Friedl,Cincinnati Reds,CF,80.0%
69,Jake Meyers,Houston Astros,CF,80.0%
69,J.T. Realmuto,Philadelphia Phillies,C,80.0%
78,Dylan Crews,Washington Nationals,RF,78.6%
78,Shohei Ohtani,Los Angeles Dodgers,P,78.6%
80,Cedric Mullins,Baltimore Orioles,CF,77.8%
80,Michael Harris II,Atlanta Braves,LF,77.8%
82,Luis Robert Jr.,Chicago White Sox,CF,77.3%
83,Bobby Witt Jr.,Kansas City Royals,SS,76.2%
84,Josh Jung,Texas Rangers,3B,75.0%
84,Francisco Lindor,New York Mets,SS,75.0%
84,Brendan Donovan,St. Louis Cardinals,2B,75.0%
84,Jose Ramirez,Cleveland Guardians,3B,75.0%
84,Corbin Carroll,Arizona Diamondbacks,RF,75.0%
84,Shea Langeliers,Sacramento Athletics,C,75.0%
84,Heliot Ramos,San Francisco Giants,CF,75.0%
84,Jung Hoo Lee,San Francisco Giants,CF,75.0%
92,Xavier Edwards,Miami Marlins,SS,73.3%
93,Julio Rodriguez,Seattle Mariners,CF,71.4%
93,Mike Yastrzemski,San Francisco Giants,RF,71.4%
93,Adolis Garcia,Texas Rangers,RF,71.4%
93,Matt Chapman,San Francisco Giants,3B,71.4%
97,Jarren Duran,Boston Red Sox,CF,70.6%
98,Anthony Volpe,New York Yankees,SS,70.0%
98,James Wood,Washington Nationals,LF,70.0%
100,Wilyer Abreu,Boston Red Sox,CF,66.7%
