Rank,Player,Team,Pos,Value
37,Bryce Harper,Philadelphia Phillies,1B,43.8%
37,Francisco Lindor,New York Mets,SS,43.8%
39,Anthony Volpe,New York Yankees,SS,43.5%
39,Steven Kwan,Cleveland Guardians,LF,43.5%
41,Dansby Swanson,Chicago Cubs,SS,42.9%
41,George Springer,Toronto Blue Jays,RF,42.9%
43,Isaac Paredes,Houston Astros,3B,42.6%
44,Will Smith,Los Angeles Dodgers,C,42.5%
44,Austin Wells,New York Yankees,C,42.5%
46,Lawrence Butler,Sacramento Athletics,RF,42.2%
47,Jung Hoo Lee,San Francisco Giants,CF,41.7%
48,Michael Busch,Chicago Cubs,1B,41.3%
48,Kerry Carpenter,Detroit Tigers,RF,41.3%
48,Trea Turner,Philadelphia Phillies,SS,41.3%
48,Jose Altuve,Houston Astros,LF,41.3%
52,Cedric Mullins,Baltimore Orioles,CF,40.9%
52,Gavin Lux,Cincinnati Reds,LF,40.9%
54,Eugenio Suárez,Arizona Diamondbacks,3B,40.8%
54,Tyler Soderstrom,Sacramento Athletics,1B,40.8%
56,Luis Garcia Jr.,Washington Nationals,2B,40.5%
57,Nolan Arenado,St. Louis Cardinals,3B,40.0%
57,Nico Hoerner,Chicago Cubs,2B,40.0%
57,Josh Jung,Texas Rangers,3B,40.0%
57,Andy Pages,Los Angeles Dodgers,CF,40.0%
57,Lourdes Gurriel Jr.,Arizona Diamondbacks,LF,40.0%
57,Nolan Schanuel,Los Angeles Angels,1B,40.0%
57,Marcell Ozuna,Atlanta Braves,DH,40.0%
64,Geraldo Perdomo,Arizona Diamondbacks,SS,39.6%
64,Michael Harris II,Atlanta Braves,LF,39.6%
66,Kyle Manzardo,Cleveland Guardians,1B,39.0%
67,Nathaniel Lowe,Washington Nationals,1B,38.8%
68,Mike Yastrzemski,San Francisco Giants,RF,38.6%
68,Jonathan Aranda,Tampa Bay Rays,1B,38.6%
68,Ryan Mountcastle,Baltimore Orioles,1B,38.6%
68,Jose Ramirez,Cleveland Guardians,3B,38.6%
72,Wyatt Langford,Texas Rangers,LF,38.5%
72,Jasson Dominguez,New York Yankees,LF,38.5%
74,Wilyer Abreu,Boston Red Sox,CF,38.3%
75,Elly De La Cruz,Cincinnati Reds,SS,38.0%
76,Alejandro Kirk,Toronto Blue Jays,C,37.8%
77,Yandy Diaz,Tampa Bay Rays,1B,37.8%
77,TJ Friedl,Cincinnati Reds,CF,37.8%
77,Kyle Stowers,Miami Marlins,LF,37.8%
77,Jonathan India,Kansas City Royals,2B,37.8%
77,Hunter Goodman,Colorado Rockies,C,37.8%
77,Zach McKinstry,Detroit Tigers,RF,37.8%
83,Adolis Garcia,Texas Rangers,RF,37.5%
83,Jeremy Pena,Houston Astros,SS,37.5%
83,Ozzie Albies,Atlanta Braves,2B,37.5%
83,Gunnar Henderson,Baltimore Orioles,3B,37.5%
83,Nick Castellanos,Philadelphia Phillies,RF,37.5%
83,Jackson Chourio,Milwaukee Brewers,LF,37.5%
83,Juan Soto,New York Mets,RF,37.5%
83,Carlos Correa,Minnesota Twins,SS,37.5%
83,Willson Contreras,St. Louis Cardinals,1B,37.5%
92,Eric Wagaman,Miami Marlins,3B,37.2%
92,Bryson Stott,Philadelphia Phillies,2B,37.2%
92,Cody Bellinger,New York Yankees,CF,37.2%
95,Lenyn Sosa,Chicago White Sox,3B,37.0%
95,Ty France,Minnesota Twins,1B,37.0%
95,Miguel Vargas,Chicago White Sox,3B,37.0%
98,Vinnie Pasquantino,Kansas City Royals,1B,36.7%
99,Logan O'Hoppe,Los Angeles Angels,C,36.6%
100,Salvador Perez,Kansas City Royals,C,36.2%
